,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,别墅类型
80,['美丽南庭 2室1厅 南'],90,15550,美丽南庭,武侯,火车南站,2室1厅1厨1卫,中楼层 (共11层),57.88㎡,平层,44.85㎡,板塔结合,南,框架结构,简装,两梯十九户,有,2021-12-18,商品房,2009-07-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
81,['富港花园 3室2厅 东'],229,15643,富港花园,武侯,双楠,3室2厅1厨2卫,高楼层 (共9层),146.4㎡,平层,123.15㎡,板楼,东,钢混结构,精装,一梯两户,有,2021-12-13,商品房,2006-04-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
82,['新贵公馆 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,新贵公馆,武侯,红牌楼,2室1厅1厨1卫,低楼层 (共9层),54.06㎡,平层,43.36㎡,塔楼,东南,钢混结构,精装,一梯八户,有,2021-12-15,商品房,2018-06-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
83,['芳草地 3室2厅 北'],115,13311,芳草地,武侯,桐梓林,3室2厅1厨1卫,低楼层 (共7层),86.4㎡,平层,暂无数据,板楼,北,砖混结构,简装,一梯两户,无,2021-12-17,商品房,2006-12-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
84,['拉萨安居苑 3室2厅 东南'],145,10518,拉萨安居苑,武侯,丽都,3室2厅1厨2卫,低楼层 (共7层),137.87㎡,平层,暂无数据,板楼,东南,砖混结构,毛坯,一梯两户,有,2021-04-05,商品房,2005-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
85,['名流花园 6室2厅 南'],415,15961,名流花园,武侯,五大花园,6室2厅1厨3卫,低楼层 (共3层),260.02㎡,,暂无数据,,南,砖混结构,简装,,,2021-06-02,商品房,2012-09-03,别墅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,独栋
86,['金楠国际 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,金楠国际,武侯,红牌楼,3室2厅1厨1卫,高楼层 (共11层),90.37㎡,平层,79.17㎡,板楼,南,框架结构,简装,一梯四户,有,2020-11-28,商品房,2010-04-21,普通住宅,满五年,共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,
87,['优客联邦三期 3室2厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,优客联邦三期,武侯,丽都,3室2厅1厨2卫,高楼层 (共18层),107.32㎡,平层,91.52㎡,板楼,西北,钢混结构,简装,两梯五户,有,2021-03-08,商品房,2013-08-30,普通住宅,满五年,非共有,"
                                有抵押 50万元
                              ",已上传房本照片,
88,['和信派都 1室1厅 东北'],110,19899,和信派都,武侯,川大,1室1厅1厨1卫,低楼层 (共32层),55.28㎡,平层,暂无数据,塔楼,东北,框架结构,精装,三梯七户,有,2021-03-22,商品房,2011-02-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
89,['罗浮世家二期 3室2厅 东南'],254,17021,罗浮世家二期,武侯,高升桥,3室2厅1厨2卫,高楼层 (共17层),149.23㎡,错层,128.32㎡,板塔结合,东南,框架结构,简装,两梯六户,有,2020-07-07,商品房,2006-04-07,普通住宅,满五年,非共有,"
                                有抵押 120万元 客户偿还
                              ",已上传房本照片,
90,['中国水电泛悦国际 3室2厅 南'],193,26765,中国水电泛悦国际,武侯,火车南站,3室2厅1厨1卫,高楼层 (共34层),72.11㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯六户,有,2021-12-07,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 40万元 工商 金融公司垫资
                              ",未上传房本照片,
91,['丽都世家A区 3室2厅 东南'],267,24739,丽都世家A区,武侯,丽都,3室2厅1厨1卫,中楼层 (共17层),107.93㎡,平层,82.81㎡,板楼,东南,钢混结构,精装,两梯五户,有,2021-11-03,商品房,2018-10-25,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,
92,['康河郦景三期 4室2厅 南'],315,19074,康河郦景三期,武侯,双楠,4室2厅1厨2卫,低楼层 (共11层),165.15㎡,错层,152㎡,板塔结合,南,钢混结构,精装,一梯两户,有,2021-08-16,商品房,2010-04-06,普通住宅,满五年,非共有,"
                                有抵押 400万元 业主自还
                              ",已上传房本照片,
93,['伊甸阳光 2室1厅 西'],189,20367,伊甸阳光,武侯,航空路,2室1厅1厨1卫,中楼层 (共18层),92.8㎡,平层,暂无数据,塔楼,西,框架结构,精装,两梯四户,有,2021-05-29,商品房,2008-07-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
94,['棕南西街7号 3室1厅 东南'],130,15477,棕南西街7号,武侯,棕北,3室1厅1厨1卫,中楼层 (共7层),84㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯七户,无,2021-10-10,商品房,2009-03-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
95,['时代丽都美语 4室2厅 东南'],240,14128,时代丽都美语,武侯,丽都,4室2厅1厨2卫,中楼层 (共11层),169.88㎡,平层,145.67㎡,板塔结合,东南,框架结构,精装,两梯六户,有,2021-05-08,商品房,2009-09-10,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
96,['时代丽都美语 3室2厅 东南'],245,17300,时代丽都美语,武侯,丽都,3室2厅1厨2卫,中楼层 (共11层),141.62㎡,平层,141.62㎡,板塔结合,东南,框架结构,精装,两梯六户,有,2021-05-11,商品房,2006-10-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
97,['万科金色海蓉一期 2室1厅 南'],180,27187,万科金色海蓉一期,武侯,火车南站,2室1厅1厨1卫,低楼层 (共30层),66.21㎡,平层,49.94㎡,板楼,南,砖混结构,精装,四梯八户,有,2021-09-23,商品房,2011-12-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
98,['置信丽都花园D区 3室2厅 东南'],288,18024,置信丽都花园D区,武侯,丽都,3室2厅1厨2卫,中楼层 (共13层),159.79㎡,跃层,暂无数据,塔楼,东南,钢混结构,精装,两梯六户,有,2021-08-03,商品房,2017-06-06,普通住宅,满两年,非共有,"
                                有抵押 200万元 业主自还
                              ",已上传房本照片,
99,['罗浮世家二期 3室1厅 西南'],215,18631,罗浮世家二期,武侯,高升桥,3室1厅1厨2卫,中楼层 (共17层),115.4㎡,平层,96.12㎡,板塔结合,西南,钢混结构,精装,两梯六户,有,2021-08-23,商品房,2012-08-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
100,['嘉云台 3室2厅 西南'],180,12716,嘉云台,武侯,火车南站,3室2厅1厨2卫,中楼层 (共22层),141.56㎡,平层,118.19㎡,板塔结合,西南,框架结构,简装,两梯六户,有,2018-12-23,商品房,2006-04-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
101,['中央花园二期 3室1厅 南'],118,7422,中央花园二期,武侯,五大花园,3室1厅1厨2卫,高楼层 (共7层),159㎡,错层,暂无数据,板塔结合,南,混合结构,精装,一梯两户,无,2021-04-24,商品房,2010-05-18,普通住宅,满五年,非共有,"
                                有抵押 127万元
                              ",已上传房本照片,
102,['首航欣程 3室2厅 西南'],289,25342,首航欣程,武侯,棕北,3室2厅1厨2卫,中楼层 (共27层),114.04㎡,平层,暂无数据,塔楼,西南,框架结构,简装,三梯七户,有,2021-08-04,商品房,2017-09-14,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,
103,['万科金色海蓉二期 3室2厅 东南'],248,26544,万科金色海蓉二期,武侯,火车南站,3室2厅1厨1卫,低楼层 (共33层),93.43㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,三梯六户,有,2021-03-22,商品房,2013-05-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
104,['红牌楼北街25号院 3室1厅 东南 西北'],67,9861,红牌楼北街25号院,武侯,高升桥,3室1厅1厨1卫,低楼层 (共7层),67.95㎡,平层,67㎡,板楼,东南 西北,砖混结构,毛坯,一梯三户,无,2021-11-21,商品房,2006-10-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
105,['风尚国际 4室2厅 西'],234,15273,风尚国际,武侯,高升桥,4室2厅1厨2卫,低楼层 (共13层),153.22㎡,错层,暂无数据,板塔结合,西,钢混结构,简装,两梯四户,有,2021-11-12,商品房,2009-11-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
106,['金林俊景 3室2厅 北'],暂无数据,首付及贷款情况请咨询经纪人,金林俊景,武侯,五大花园,3室2厅1厨2卫,中楼层 (共16层),147㎡,平层,124.43㎡,板塔结合,北,框架结构,精装,两梯五户,有,2020-12-22,商品房,2012-06-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
107,['罗浮世家二期 3室2厅 东南'],254,17021,罗浮世家二期,武侯,高升桥,3室2厅1厨2卫,高楼层 (共17层),149.23㎡,错层,128.32㎡,板塔结合,东南,框架结构,简装,两梯六户,有,2020-07-07,商品房,2006-04-07,普通住宅,满五年,非共有,"
                                有抵押 120万元 客户偿还
                              ",已上传房本照片,
108,['水漪袅铜 2室2厅 东 西'],180,19903,水漪袅铜,武侯,航空路,2室2厅1厨1卫,中楼层 (共12层),90.44㎡,平层,暂无数据,板楼,东 西,框架结构,精装,一梯两户,有,2021-12-13,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 20万元 00
                              ",未上传房本照片,
109,['美丽天城 2室1厅 东南'],135,15359,美丽天城,武侯,丽都,2室1厅1厨2卫,低楼层 (共16层),87.9㎡,平层,暂无数据,板楼,东南,框架结构,简装,两梯四户,有,2021-09-24,商品房,2010-09-21,普通住宅,满五年,非共有,"
                                有抵押 110万元
                              ",已上传房本照片,
110,['锦宏骏苑北区 3室2厅 东南'],185,16301,锦宏骏苑北区,武侯,川音,3室2厅1厨2卫,低楼层 (共11层),113.49㎡,跃层,94㎡,板楼,东南,钢混结构,简装,两梯十一户,有,2020-07-08,商品房,2016-11-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
111,['首信汇 3室1厅 西南 北'],暂无数据,首付及贷款情况请咨询经纪人,首信汇,武侯,簇桥,3室1厅1厨1卫,中楼层 (共14层),83㎡,平层,暂无数据,板楼,西南 北,框架结构,精装,两梯四户,有,2021-12-16,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                有抵押 10万元 中国银行 业主自还
                              ",未上传房本照片,
112,['桐梓林欧城 3室2厅 南 北'],262,29232,桐梓林欧城,武侯,桐梓林,3室2厅1厨1卫,中楼层 (共22层),89.63㎡,平层,暂无数据,板塔结合,南 北,框架结构,精装,两梯五户,有,2021-12-15,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 45万元 中信 客户偿还
                              ",未上传房本照片,
113,['盘谷花园 3室1厅 南'],324,18729,盘谷花园,武侯,棕北,3室1厅1厨2卫,中楼层 (共18层),173㎡,平层,暂无数据,塔楼,南,框架结构,简装,两梯三户,有,2021-11-06,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,
114,['上道西城 2室2厅 西'],125,16413,上道西城,武侯,草金立交,2室2厅1厨1卫,中楼层 (共11层),76.16㎡,平层,66.5㎡,板塔结合,西,钢混结构,精装,一梯四户,有,2021-12-12,商品房,2018-04-18,普通住宅,满两年,非共有,"
                                有抵押 20万元 金融公司垫资
                              ",已上传房本照片,
115,['月光琉域 3室1厅 西南'],160,14576,月光琉域,武侯,双楠,3室1厅1厨2卫,高楼层 (共17层),109.77㎡,平层,88.84㎡,板塔结合,西南,框架结构,简装,三梯八户,有,2021-12-14,商品房,2011-07-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,
116,['丽都花园丽府 3室2厅 东'],350,27353,丽都花园丽府,武侯,丽都,3室2厅1厨2卫,中楼层 (共17层),127.96㎡,平层,暂无数据,板楼,东,钢混结构,精装,两梯三户,有,2021-12-18,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,
117,['首信首御 1室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,首信首御,武侯,新双楠,1室1厅1厨1卫,中楼层 (共14层),49㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯五户,有,2021-12-16,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 20万元
                              ",未上传房本照片,
118,['鹭岛国际三期 3室2厅 南'],暂无数据,首付及贷款情况请咨询经纪人,鹭岛国际三期,武侯,外双楠,3室2厅1厨2卫,中楼层 (共17层),136.32㎡,平层,120.55㎡,板塔结合,南,框架结构,精装,两梯四户,有,2021-10-27,商品房,2011-03-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,
